,Transmission,Drive,Drive Type,Engine Size,Engine Cylinders,City MPG,Highway MPG,Fuel,Super,Class
329,Manual,2 wheel,Rear,2.7,6.0,20,29.0,Gas,None,Convertible
330,Manual,2 wheel,Rear,3.4,6.0,20,27.0,Gas,None,Convertible
331,Automatic,2 wheel,Front,3.5,6.0,18,26.0,Gas,None,Sedan
332,Automatic,2 wheel,Front,1.5,4.0,30,38.0,Gas,Turbo,Sedan
333,Automatic,2 wheel,Rear,5.3,8.0,16,21.0,Gas,None,Truck
334,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
335,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
336,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
337,Automatic,2 wheel,Rear,2.0,4.0,25,32.0,Gas,Turbo,Convertible
338,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
339,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
340,Automatic,4 wheel,-1,3.6,6.0,17,22.0,Gas,None,Truck
341,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
342,Automatic,2 wheel,Front,3.5,6.0,19,26.0,Gas,None,Van
343,Automatic,2 wheel,Rear,2.0,4.0,26,35.0,Gas,None,Convertible
344,Automatic,All wheel,-1,3.8,6.0,19,24.0,Gas,None,Suv-crossover
345,Automatic,2 wheel,Rear,6.3,8.0,13,19.0,Gas,None,Sedan
346,Automatic,2 wheel,Rear,1.8,4.0,23,32.0,Gas,Turbo,Convertible
347,Automatic,4 wheel,-1,3.5,6.0,19,24.0,Gas,Turbo,Truck
348,Automatic,All wheel,-1,3.6,6.0,18,27.0,Gas,None,Sedan
349,Automatic,2 wheel,Front,2.0,4.0,24,27.0,Flexible,None,Van
350,Automatic,4 wheel,-1,4.0,6.0,17,20.0,Gas,None,Suv-crossover
351,Automatic,2 wheel,Front,1.5,4.0,27,33.0,Gas,Turbo,Suv-crossover
352,Automatic,All wheel,-1,2.0,4.0,21,26.0,Gas,Turbo,Suv-crossover
353,Automatic,4 wheel,-1,3.0,6.0,17,23.0,Flexible,Super,Suv-crossover
354,Automatic,All wheel,-1,3.0,6.0,19,23.0,Gas,Turbo,Suv-crossover
355,Automatic,4 wheel,-1,6.7,8.0,-1,-1.0,Diesel,Turbo,Truck
356,Automatic,2 wheel,Rear,6.2,8.0,14.0,22.0,Gas,None,Sedan
357,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
358,Automatic,All wheel,-1,6.0,12.0,11,18.0,Gas,Turbo,Convertible
359,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
360,Automatic,2 wheel,Rear,2.5,4.0,20,26.0,Gas,None,Truck
361,Automatic,2 wheel,Rear,3.0,6.0,20,27.0,Gas,Turbo,Convertible
362,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Suv-crossover
363,Automatic,2 wheel,Front,2.0,4.0,31,40.0,Gas,None,Sedan
364,Automatic,2 wheel,Rear,6.0,8.0,11,17.0,Flexible,None,Van
365,Automatic,2 wheel,Front,1.8,4.0,30,38.0,Gas,None,Sedan
366,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
367,Automatic,2 wheel,Front,2.0,4.0,26.0,37.0,Gas,Turbo,Sedan
368,Manual,2 wheel,Rear,3.0,6.0,17,26.0,Gas,Turbo,Sedan
369,Automatic,2 wheel,Rear,3.7,6.0,-1,-1.0,Gas,None,Convertible
370,Automatic,4 wheel,-1,2.3,4.0,20,24.0,Gas,Turbo,Truck
371,Automatic,All wheel,-1,2.5,4.0,25,32.0,Gas,None,Suv-crossover
372,Automatic,2 wheel,Rear,3.5,6.0,-1,-1.0,Flexible,None,Van
373,Automatic,All wheel,-1,3.8,6.0,17,24.0,Gas,Turbo,Convertible
374,Automatic,2 wheel,Rear,2.3,4.0,21,26.0,Gas,Turbo,Truck
375,Automatic,4 wheel,-1,3.5,6.0,15,19.0,Gas,Turbo,Suv-crossover
376,Automatic,2 wheel,Front,1.6,4.0,21,24.0,Gas,None,Convertible
377,Automatic,2 wheel,Front,3.5,6.0,19,26.0,Gas,None,Van
378,Automatic,2 wheel,Rear,5.7,8.0,15,22.0,Gas,None,Truck
379,Automatic,4 wheel,-1,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
380,Automatic,2 wheel,Rear,2.3,4.0,-1,-1.0,Gas,Turbo,Convertible
381,Automatic,4 wheel,-1,3.5,6.0,18,23.0,Gas,None,Truck
382,Automatic,2 wheel,Rear,3.0,6.0,17,24.0,Gas,Turbo,Convertible
383,Manual,All wheel,-1,2.5,4.0,18,24.0,Gas,Turbo,Sedan
384,Automatic,2 wheel,Rear,4.4,8.0,17,24.0,Gas,Turbo,Sedan
385,Automatic,2 wheel,Rear,4.6,8.0,17,24.0,Gas,None,Sedan
386,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
387,Automatic,4 wheel,-1,5.7,8.0,-1,-1.0,Gas,None,Truck
388,Automatic,4 wheel,-1,3.5,6.0,18,22.0,Gas,None,Truck
389,Automatic,2 wheel,Rear,2.0,4.0,22.0,30.0,Gas,Turbo,Sedan
390,Automatic,4 wheel,-1,3.5,6.0,15,18.0,Gas,Turbo,Truck
391,Automatic,2 wheel,Front,3.5,6.0,18,25.0,Gas,None,Suv-crossover
392,Automatic,4 wheel,-1,3.6,6.0,18,25.0,Gas,None,Suv-crossover
393,Automatic,All wheel,-1,2.0,4.0,21,28.0,Gas,Turbo,Suv-crossover
394,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
395,Automatic,2 wheel,Front,3.5,6.0,18,24.0,Gas,None,Van
396,Automatic,All wheel,-1,2.0,4.0,19,27.0,Gas,Turbo,Sedan
397,Automatic,4 wheel,-1,5.7,8.0,19,24.0,Gas,None,Truck
398,Automatic,2 wheel,Rear,5.7,8.0,15,22.0,Gas,None,Truck
399,Automatic,4 wheel,-1,3.5,6.0,17,23.0,Gas,Turbo,Truck
400,Automatic,4 wheel,-1,2.7,6.0,19,24.0,Gas,Turbo,Truck
401,Automatic,All wheel,-1,2.0,4.0,24,31.0,Gas,Turbo,Sedan
402,Automatic,All wheel,-1,2.5,6.0,20,27.0,Gas,None,Sedan
403,Automatic,4 wheel,-1,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
404,Automatic,2 wheel,Front,3.5,6.0,19,26.0,Gas,None,Van
405,Automatic,2 wheel,Front,3.5,6.0,22.0,33.0,Gas,None,Sedan
406,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
407,Automatic,All wheel,-1,2.0,4.0,20,25.0,Gas,Turbo,Suv-crossover
408,Manual,2 wheel,Rear,2.0,4.0,27,34.0,Gas,None,Convertible
409,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Suv-crossover
410,Automatic,2 wheel,Front,1.8,4.0,-1,-1.0,Gas,None,Sedan
411,Automatic,2 wheel,Rear,2.0,4.0,20,24.0,Gas,Turbo,Van
412,Automatic,2 wheel,Front,1.5,4.0,30.0,38.0,Gas,Turbo,Sedan
413,Automatic,All wheel,-1,2.0,4.0,22,31.0,Gas,Turbo,Suv-crossover
414,Automatic,2 wheel,Rear,4.0,8.0,17,22.0,Gas,Turbo,Convertible
415,Automatic,2 wheel,Front,1.5,4.0,23,34.0,Gas,Turbo,Sedan
416,Manual,4 wheel,-1,3.6,6.0,17,21.0,Gas,None,Suv-crossover
417,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
418,Automatic,2 wheel,Front,2.5,4.0,25,34.0,Gas,None,Sedan
419,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
420,Automatic,All wheel,-1,3.5,6.0,20,27.0,Gas,None,Suv-crossover
421,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
422,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Suv-crossover
423,Automatic,2 wheel,Rear,6.2,8.0,16,27.0,Gas,None,Convertible
424,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
425,Automatic,4 wheel,-1,5.3,8.0,17,22.0,Gas,None,Truck
426,Automatic,All wheel,-1,5.0,8.0,15,23.0,Gas,Super,Convertible
427,Automatic,4 wheel,-1,3.6,6.0,18,25.0,Gas,None,Suv-crossover
428,Automatic,2 wheel,Front,3.5,6.0,19,26.0,Gas,None,Van
429,Automatic,2 wheel,Rear,4.0,6.0,17,21.0,Gas,None,Truck
430,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
431,Automatic,2 wheel,Rear,5.7,8.0,15,22.0,Gas,None,Truck
432,Automatic,2 wheel,Front,2.4,4.0,24,34.0,Gas,None,Sedan
433,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
434,Automatic,4 wheel,-1,5.7,8.0,14,19.0,Gas,None,Truck
435,Automatic,2 wheel,Rear,6.2,8.0,15,22.0,Gas,None,Suv-crossover
436,Automatic,2 wheel,Front,3.5,6.0,18,25.0,Gas,None,Van
437,Automatic,2 wheel,Front,1.5,4.0,30.0,38.0,Gas,Turbo,Sedan
438,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
439,Automatic,2 wheel,Rear,2.0,4.0,23,35.0,Gas,Turbo,Sedan
440,Manual,2 wheel,Rear,2.0,4.0,27,34.0,Gas,None,Convertible
441,Automatic,2 wheel,Front,1.5,4.0,28,34.0,Gas,Turbo,Suv-crossover
442,Automatic,2 wheel,Rear,4.0,6.0,-1,-1.0,Gas,None,Van
443,Automatic,All wheel,-1,1.5,3.0,26,31.0,Gas,Turbo,Suv-crossover
444,Automatic,All wheel,-1,3.0,6.0,19,26.0,Gas,Turbo,Convertible
445,Manual,4 wheel,-1,3.6,6.0,16,23.0,Gas,None,Truck
446,Manual,2 wheel,Rear,3.0,6.0,16,22.0,Gas,None,Truck
447,Automatic,4 wheel,-1,5.3,8.0,15,21.0,Gas,None,Truck
448,Automatic,2 wheel,Rear,2.3,4.0,21,26.0,Gas,Turbo,Truck
449,Automatic,4 wheel,-1,3.6,6.0,16,20.0,Gas,None,Suv-crossover
450,Automatic,2 wheel,Rear,2.9,6.0,20,29.0,Gas,None,Convertible
451,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
452,Manual,2 wheel,Rear,6.2,8.0,16,25.0,Gas,None,Convertible
453,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
454,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
455,Automatic,2 wheel,Front,2.0,4.0,28,37.0,Gas,None,Sedan
456,Automatic,2 wheel,Front,3.3,6.0,18,24.0,Gas,None,Van
457,Automatic,4 wheel,-1,3.5,6.0,19,22.0,Gas,Turbo,Truck
458,Automatic,2 wheel,Front,1.5,4.0,28,34.0,Gas,Turbo,Suv-crossover
459,Automatic,2 wheel,Rear,4.7,8.0,13,20.0,Gas,None,Convertible
460,Automatic,All wheel,-1,3.0,6.0,20,22.0,Gas,Turbo,Suv-crossover
461,Automatic,All wheel,-1,5.6,8.0,13,19.0,Gas,None,Suv-crossover
462,Automatic,4 wheel,-1,1.5,3.0,25,28.0,Gas,Turbo,Suv-crossover
463,Automatic,4 wheel,-1,6.7,8.0,-1,-1.0,Diesel,Turbo,Truck
464,Automatic,2 wheel,Front,2.0,4.0,24,29.0,Flexible,None,Van
465,Automatic,4 wheel,-1,2.3,4.0,20,24.0,Gas,Turbo,Truck
466,Automatic,2 wheel,Rear,4.5,8.0,13,17.0,Gas,None,Convertible
467,Automatic,All wheel,-1,2.5,4.0,24,30.0,Gas,None,Suv-crossover
468,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
469,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
470,Automatic,2 wheel,Rear,3.7,6.0,19,27.0,Gas,None,Sedan
471,Automatic,2 wheel,Front,2.0,4.0,41,38.0,Gas,None,Sedan
472,Automatic,All wheel,-1,4.6,8.0,17,24.0,Gas,Turbo,Sedan
473,Automatic,All wheel,-1,3.0,6.0,20.0,28.0,Gas,Turbo,Sedan
474,Automatic,2 wheel,Front,1.6,4.0,22,34.0,Gas,Turbo,Sedan
475,Automatic,4 wheel,-1,5.3,8.0,19,22.0,Gas,None,Truck
476,Automatic,All wheel,-1,3.0,6.0,17,23.0,Gas,Turbo,Suv-crossover
477,Automatic,All wheel,-1,3.6,6.0,18,27.0,Gas,None,Sedan
478,Automatic,2 wheel,Front,2.0,4.0,24,26.0,Gas,None,Van
479,Automatic,2 wheel,Front,3.5,6.0,19,26.0,Gas,None,Van
480,Automatic,2 wheel,Front,1.6,4.0,32.0,40.0,Gas,None,Sedan
481,Automatic,4 wheel,-1,2.7,6.0,19,24.0,Gas,Turbo,Truck
482,Automatic,4 wheel,-1,3.6,6.0,16,18.0,Gas,None,Truck
483,Manual,2 wheel,Front,2.0,4.0,23,32.0,Gas,Turbo,Convertible
484,Manual,2 wheel,Rear,3.7,6.0,19,29.0,Gas,None,Convertible
485,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
486,Automatic,2 wheel,Rear,1.4,4.0,25,36.0,Gas,Turbo,Convertible
487,Automatic,All wheel,-1,3.0,6.0,17,23.0,Gas,Turbo,Suv-crossover
488,Automatic,4 wheel,-1,6.7,8.0,-1,-1.0,Diesel,Turbo,Truck
489,Automatic,All wheel,-1,4.0,8.0,14,24.0,Gas,Turbo,Convertible
490,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
491,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
492,Automatic,4 wheel,-1,5.7,8.0,19,24.0,Gas,None,Truck
493,Automatic,All wheel,-1,2.0,4.0,21,31.0,Gas,Turbo,Convertible
494,Automatic,4 wheel,-1,3.6,6.0,17,22.0,Gas,None,Truck
495,Automatic,2 wheel,Front,2.0,4.0,22,28.0,Gas,Turbo,Suv-crossover
496,Automatic,2 wheel,Rear,2.7,6.0,19,25.0,Gas,Turbo,Truck
497,Automatic,All wheel,-1,2.5,4.0,24,30.0,Gas,None,Suv-crossover
498,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
499,Automatic,2 wheel,Rear,6.6,12.0,12,18.0,Gas,Turbo,Convertible
500,Automatic,2 wheel,Rear,5.7,8.0,17,25.0,Gas,None,Truck
501,Automatic,2 wheel,Rear,3.0,6.0,20,25.0,Diesel,Turbo,Truck
502,Manual,All wheel,-1,2.5,4.0,17,23.0,Gas,Turbo,Sedan
503,Automatic,2 wheel,Front,3.5,6.0,20,27.0,Gas,None,Suv-crossover
504,Automatic,4 wheel,-1,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
505,Automatic,2 wheel,Front,2.5,4.0,43.0,44.0,Gas,None,Sedan
506,Automatic,4 wheel,-1,3.5,6.0,19,22.0,Gas,Turbo,Truck
507,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
508,Automatic,All wheel,-1,2.0,4.0,23,31.0,Gas,Turbo,Suv-crossover
509,Automatic,2 wheel,Rear,6.2,8.0,-1,-1.0,Gas,None,Convertible
510,Automatic,4 wheel,-1,1.5,3.0,25,28.0,Gas,Turbo,Suv-crossover
511,Automatic,2 wheel,Rear,3.6,6.0,-1,-1.0,Gas,None,Convertible
512,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
513,Automatic,All wheel,-1,4.7,8.0,16,25.0,Gas,Turbo,Sedan
514,Manual,2 wheel,Rear,2.0,4.0,26,34.0,Gas,None,Convertible
515,Automatic,2 wheel,Front,1.5,4.0,30.0,38.0,Gas,Turbo,Sedan
516,Manual,2 wheel,Rear,2.0,4.0,26,34.0,Gas,None,Convertible
517,Automatic,All wheel,-1,2.5,4.0,25,34.0,Gas,None,Sedan
518,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
519,Automatic,2 wheel,Rear,5.0,8.0,16.0,23.0,Gas,None,Sedan
520,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
521,Automatic,2 wheel,Rear,2.0,4.0,22.0,30.0,Gas,Turbo,Sedan
522,Automatic,All wheel,-1,3.6,6.0,17.0,26.0,Gas,None,Sedan
523,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
524,Automatic,4 wheel,-1,5.2,10.0,-1,-1.0,Gas,None,Convertible
525,Automatic,All wheel,-1,3.5,6.0,18,26.0,Flexible,None,Sedan
526,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
527,Automatic,4 wheel,-1,3.5,6.0,16,22.0,Gas,Turbo,Truck
528,Automatic,4 wheel,-1,2.7,6.0,19,24.0,Gas,Turbo,Truck
529,Automatic,2 wheel,Rear,6.6,12.0,12,19.0,Gas,Turbo,Convertible
530,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
531,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
532,Manual,All wheel,-1,2.5,4.0,19,25.0,Gas,Turbo,Suv-crossover
533,Automatic,4 wheel,-1,3.5,6.0,19,22.0,Gas,Turbo,Truck
534,Automatic,4 wheel,-1,2.7,6.0,18,23.0,Gas,Turbo,Truck
535,Automatic,4 wheel,-1,5.0,8.0,14,19.0,Gas,Super,Suv-crossover
536,Automatic,2 wheel,Front,2.4,4.0,23,36.0,Gas,None,Sedan
537,Automatic,2 wheel,Rear,4.3,6.0,18,23.0,Flexible,None,Truck
538,Automatic,4 wheel,-1,6.2,8.0,-1,-1.0,Flexible,None,Truck
539,Automatic,2 wheel,Rear,5.7,8.0,20,25.0,Gas,None,Truck
540,Automatic,2 wheel,Rear,4.6,8.0,13,17.0,Flexible,None,Van
541,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
542,Automatic,2 wheel,Rear,2.0,4.0,23,35.0,Gas,Turbo,Sedan
543,Automatic,4 wheel,-1,5.4,8.0,14,20.0,Flexible,None,Truck
544,Automatic,2 wheel,Front,3.5,6.0,18,25.0,Gas,None,Van
545,Automatic,All wheel,-1,2.0,4.0,22.0,32.0,Gas,Turbo,Sedan
546,Automatic,All wheel,-1,4.4,8.0,15.0,21.0,Gas,Turbo,Sedan
547,Automatic,2 wheel,Rear,5.2,10.0,13,18.0,Gas,None,Convertible
548,Automatic,2 wheel,Front,3.5,6.0,18,25.0,Gas,None,Suv-crossover
549,Automatic,2 wheel,Front,3.5,6.0,18.0,27.0,Flexible,None,Sedan
550,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
551,Automatic,All wheel,-1,4.7,8.0,17,26.0,Gas,Turbo,Sedan
552,Automatic,2 wheel,Front,3.5,6.0,21,30.0,Gas,None,Sedan
553,Manual,2 wheel,Rear,-1.0,-1.0,10,16.0,Gas,None,Convertible
554,Automatic,4 wheel,-1,2.7,6.0,19,24.0,Gas,Turbo,Truck
555,Automatic,2 wheel,Front,1.5,4.0,23,30.0,Gas,Turbo,Suv-crossover
556,Automatic,2 wheel,Rear,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
557,Automatic,2 wheel,Rear,1.8,4.0,21,31.0,Gas,Turbo,Sedan
558,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
559,Automatic,2 wheel,Front,1.6,4.0,31,39.0,Gas,None,Sedan
560,Automatic,4 wheel,-1,2.5,4.0,21,27.0,Gas,None,Suv-crossover
561,Automatic,2 wheel,Front,2.5,4.0,24.0,34.0,Gas,None,Sedan
562,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
563,Automatic,4 wheel,-1,4.0,6.0,-1,-1.0,Gas,None,Suv-crossover
564,Automatic,2 wheel,Rear,-1.0,-1.0,21,29.0,Gas,None,Convertible
565,Manual,2 wheel,Rear,2.0,4.0,18,24.0,Gas,None,Convertible
566,Automatic,4 wheel,-1,3.6,6.0,16,23.0,Flexible,None,Truck
567,Automatic,2 wheel,Front,1.6,4.0,20,27.0,Gas,Turbo,Convertible
568,Automatic,2 wheel,Rear,4.6,8.0,13,17.0,Gas,None,Van
569,Automatic,All wheel,-1,3.5,6.0,18,24.0,Gas,None,Suv-crossover
570,Automatic,2 wheel,Rear,2.0,4.0,22.0,30.0,Gas,Turbo,Sedan
571,Manual,2 wheel,Front,1.4,4.0,28,34.0,Gas,Turbo,Convertible
572,Automatic,2 wheel,Front,3.6,6.0,32,33.0,Gas,None,Van
573,Automatic,4 wheel,-1,2.4,4.0,22,30.0,Gas,None,Suv-crossover
574,Automatic,2 wheel,Rear,2.3,4.0,-1,-1.0,Gas,Turbo,Convertible
575,Automatic,4 wheel,-1,1.5,3.0,25,28.0,Gas,Turbo,Suv-crossover
576,Automatic,4 wheel,-1,5.7,8.0,19,24.0,Gas,None,Truck
577,Manual,2 wheel,Rear,2.0,4.0,22,33.0,Gas,Turbo,Convertible
578,Manual,2 wheel,Rear,6.2,8.0,17,28.0,Gas,None,Convertible
579,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
580,Automatic,2 wheel,Front,1.8,4.0,29.0,37.0,Gas,None,Sedan
581,Automatic,2 wheel,Rear,3.0,6.0,-1,-1.0,Gas,Turbo,Convertible
582,Automatic,2 wheel,Rear,2.0,4.0,23.0,34.0,Gas,Turbo,Sedan
583,Automatic,2 wheel,Rear,2.0,4.0,21,27.0,Gas,Turbo,Suv-crossover
584,Automatic,2 wheel,Rear,2.0,4.0,23.0,34.0,Gas,Turbo,Sedan
585,Automatic,4 wheel,-1,3.6,6.0,18,25.0,Gas,None,Suv-crossover
586,Automatic,All wheel,-1,3.8,6.0,19,24.0,Gas,Turbo,Convertible
587,Automatic,2 wheel,Rear,3.6,6.0,18,25.0,Gas,None,Truck
588,Automatic,All wheel,-1,2.0,4.0,28,33.0,Gas,None,Suv-crossover
589,Automatic,2 wheel,Front,3.6,6.0,18,28.0,Gas,None,Van
590,Automatic,2 wheel,Front,1.0,3.0,27,29.0,Gas,Turbo,Suv-crossover
591,Automatic,2 wheel,Front,2.5,4.0,43.0,44.0,Gas,None,Sedan
592,Automatic,2 wheel,Rear,3.8,8.0,16,23.0,Gas,Turbo,Convertible
593,Automatic,All wheel,-1,2.0,4.0,24,29.0,Gas,Turbo,Suv-crossover
594,Automatic,2 wheel,Front,2.0,4.0,22,28.0,Gas,Turbo,Suv-crossover
595,Automatic,All wheel,-1,3.5,6.0,19,26.0,Gas,None,Sedan
596,Automatic,4 wheel,-1,3.6,6.0,18,25.0,Gas,None,Suv-crossover
597,Automatic,4 wheel,-1,3.5,6.0,16,21.0,Gas,Turbo,Suv-crossover
598,Automatic,4 wheel,-1,5.3,8.0,13,18.0,Flexible,None,Truck
599,Automatic,2 wheel,Rear,2.0,4.0,22,29.0,Gas,Turbo,Sedan
600,Automatic,4 wheel,-1,5.3,8.0,16,22.0,Gas,None,Truck
601,Automatic,All wheel,-1,4.0,8.0,15,23.0,Gas,Turbo,Sedan
602,Automatic,All wheel,-1,3.5,6.0,21,28.0,Gas,None,Suv-crossover
603,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
604,Automatic,2 wheel,Front,1.8,4.0,28,36.0,Gas,None,Sedan
605,Automatic,4 wheel,-1,5.3,8.0,16,22.0,Flexible,None,Truck
606,Automatic,4 wheel,-1,6.2,8.0,15,19.0,Gas,None,Truck
607,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
608,Automatic,4 wheel,Rear,3.5,6.0,18,22.0,Gas,None,Truck
609,Automatic,2 wheel,Rear,3.5,6.0,-1,-1.0,Flexible,None,Van
610,Automatic,2 wheel,Rear,2.0,4.0,21,27.0,Gas,None,Convertible
611,Automatic,All wheel,-1,2.0,4.0,24,31.0,Gas,Turbo,Sedan
612,Automatic,2 wheel,Rear,3.8,8.0,15,22.0,Gas,Turbo,Convertible
613,Automatic,2 wheel,Rear,3.0,6.0,19,28.0,Gas,Turbo,Sedan
614,Automatic,All wheel,-1,3.0,6.0,18,27.0,Gas,Super,Sedan
615,Automatic,All wheel,-1,2.0,4.0,23,31.0,Gas,Turbo,Suv-crossover
616,Automatic,4 wheel,-1,2.5,4.0,21,27.0,Gas,None,Suv-crossover
617,Automatic,2 wheel,Front,3.5,6.0,17,24.0,Gas,None,Suv-crossover
618,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
619,Automatic,All wheel,-1,2.0,4.0,21,27.0,Gas,Turbo,Suv-crossover
620,Automatic,2 wheel,Front,3.5,6.0,18,27.0,Gas,None,Van
621,Automatic,4 wheel,-1,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
622,Automatic,2 wheel,Rear,2.0,4.0,24,32.0,Gas,Turbo,Convertible
623,Manual,2 wheel,Rear,6.2,8.0,16,25.0,Gas,None,Convertible
624,Automatic,2 wheel,Front,2.4,4.0,25.0,35.0,Gas,None,Sedan
625,Automatic,2 wheel,Rear,3.7,6.0,-1,-1.0,Gas,None,Convertible
626,Automatic,4 wheel,-1,3.6,6.0,16,20.0,Gas,None,Suv-crossover
627,Automatic,2 wheel,Front,3.5,6.0,19,27.0,Gas,None,Van
628,Automatic,2 wheel,Rear,3.0,6.0,20,25.0,Diesel,Turbo,Truck
629,Automatic,4 wheel,-1,3.6,6.0,17,24.0,Gas,None,Truck
630,Automatic,All wheel,-1,2.0,4.0,22,31.0,Gas,Turbo,Convertible
631,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
632,Automatic,2 wheel,Front,3.6,6.0,32,33.0,Gas,None,Van
633,Automatic,2 wheel,Rear,3.0,6.0,20,28.0,Gas,Super,Convertible
634,Automatic,2 wheel,Front,1.6,4.0,20,27.0,Gas,Turbo,Convertible
635,Automatic,2 wheel,Rear,6.2,8.0,15,22.0,Gas,None,Suv-crossover
636,Automatic,2 wheel,Front,3.8,6.0,18.0,28.0,Gas,Super,Sedan
637,Automatic,4 wheel,-1,3.5,6.0,17,23.0,Flexible,None,Truck
638,Automatic,All wheel,-1,4.0,8.0,12,17.0,Gas,Turbo,Suv-crossover
639,Automatic,2 wheel,Rear,4.6,8.0,18,24.0,Gas,Turbo,Convertible
640,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
641,Automatic,4 wheel,-1,6.2,8.0,15,21.0,Gas,None,Suv-crossover
642,Automatic,4 wheel,-1,5.3,8.0,16,22.0,Gas,None,Truck
643,Automatic,All wheel,-1,4.6,8.0,16,23.0,Gas,None,Sedan
644,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
645,Automatic,4 wheel,-1,2.3,4.0,20,27.0,Gas,Turbo,Suv-crossover
646,Automatic,2 wheel,Rear,5.7,8.0,-1,-1.0,Gas,None,Truck
647,Automatic,All wheel,-1,2.5,4.0,22,28.0,Gas,None,Suv-crossover
648,Manual,All wheel,-1,2.5,4.0,17,22.0,Gas,Turbo,Sedan
649,Automatic,2 wheel,Rear,2.7,5.0,-1,-1.0,Diesel,Turbo,Van
650,Automatic,All wheel,-1,3.5,6.0,18,25.0,Gas,None,Truck
651,Automatic,2 wheel,Front,3.6,6.0,32,33.0,Gas,None,Van
652,Automatic,4 wheel,-1,6.7,6.0,-1,-1.0,Diesel,Turbo,Truck
653,Automatic,2 wheel,Front,2.5,4.0,29.0,41.0,Gas,None,Sedan
654,Automatic,4 wheel,-1,4.3,6.0,15,20.0,Gas,None,Truck
655,Automatic,2 wheel,Front,1.6,4.0,26,33.0,Gas,Turbo,Convertible
