,Transmission,Drive,Drive Type,Engine Size,Engine Cylinders,City MPG,Highway MPG,Fuel,Super,Class
1053,Automatic,All wheel,-1,2.9,6.0,17,21.0,Gas,Turbo,Suv-crossover
1054,Automatic,2 wheel,Front,2.5,4.0,36,36.0,Gas,None,Van
1055,Automatic,All wheel,-1,1.5,4.0,24,30.0,Gas,Turbo,Suv-crossover
1056,Manual,2 wheel,Rear,4.3,8.0,-1,-1.0,Gas,None,Convertible
1057,Automatic,2 wheel,Front,3.5,6.0,20,27.0,Gas,None,Suv-crossover
1058,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
1059,Automatic,2 wheel,Rear,3.9,8.0,16,23.0,Gas,Turbo,Convertible
1060,Automatic,4 wheel,-1,3.6,6.0,18,25.0,Gas,None,Suv-crossover
1061,Automatic,2 wheel,Front,3.3,6.0,18,24.0,Gas,None,Van
1062,Automatic,4 wheel,-1,2.7,4.0,18,21.0,Gas,None,Truck
1063,Automatic,2 wheel,Front,2.0,4.0,25,34.0,Gas,Turbo,Sedan
1064,Automatic,2 wheel,Rear,3.5,6.0,-1,-1.0,Gas,Turbo,Van
1065,Automatic,2 wheel,Rear,3.9,8.0,16,23.0,Gas,Turbo,Convertible
1066,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
1067,Automatic,2 wheel,Rear,5.3,8.0,16,23.0,Gas,None,Truck
1068,Automatic,All wheel,-1,1.8,4.0,26,31.0,Gas,None,Suv-crossover
1069,Automatic,4 wheel,-1,3.6,6.0,16,20.0,Gas,None,Suv-crossover
1070,Automatic,4 wheel,-1,2.3,4.0,20,24.0,Gas,Turbo,Truck
1071,Automatic,2 wheel,Rear,5.0,8.0,-1,-1.0,Gas,None,Convertible
1072,Manual,2 wheel,Rear,1.4,4.0,26,35.0,Gas,Turbo,Convertible
1073,Automatic,2 wheel,Front,3.5,6.0,21,34.0,Gas,None,Sedan
1074,Automatic,2 wheel,Front,3.6,6.0,19,28.0,Gas,None,Van
1075,Automatic,4 wheel,-1,2.5,4.0,21,27.0,Gas,None,Suv-crossover
1076,Automatic,2 wheel,Front,1.4,4.0,30,40.0,Gas,Turbo,Sedan
1077,Automatic,2 wheel,Front,3.5,6.0,18,25.0,Gas,None,Van
1078,Manual,2 wheel,Rear,2.0,4.0,27,34.0,Gas,None,Convertible
1079,Automatic,2 wheel,Rear,2.7,4.0,19,23.0,Gas,None,Truck
1080,Automatic,4 wheel,-1,5.7,8.0,13,17.0,Gas,None,Truck
1081,Automatic,2 wheel,Rear,5.7,8.0,16,25.0,Gas,None,Sedan
1082,Automatic,4 wheel,-1,5.3,8.0,17,22.0,Gas,None,Truck
1083,Automatic,2 wheel,Front,2.4,4.0,21,28.0,Gas,None,Van
1084,Automatic,2 wheel,Front,2.5,4.0,20,27.0,Flexible,None,Van
1085,Automatic,2 wheel,Front,2.4,4.0,24,35.0,Gas,None,Sedan
1086,Automatic,2 wheel,Front,3.5,6.0,19,28.0,Gas,None,Van
1087,Automatic,2 wheel,Rear,3.4,6.0,20,28.0,Gas,None,Convertible
1088,Automatic,All wheel,-1,2.9,6.0,18,22.0,Gas,Turbo,Suv-crossover
1089,Automatic,4 wheel,-1,4.7,8.0,13,17.0,Gas,None,Suv-crossover
1090,Automatic,2 wheel,Rear,5.7,8.0,13,18.0,Gas,None,Truck
1091,Automatic,All wheel,-1,2.5,4.0,24,31.0,Gas,None,Suv-crossover
1092,Automatic,4 wheel,-1,2.7,6.0,19,24.0,Gas,Turbo,Truck
1093,Automatic,2 wheel,Front,1.4,4.0,30.0,40.0,Gas,Turbo,Sedan
1094,Automatic,2 wheel,Front,3.5,6.0,18,25.0,Gas,None,Van
1095,Automatic,2 wheel,Rear,2.0,4.0,21,27.0,Gas,Turbo,Suv-crossover
1096,Automatic,All wheel,-1,2.0,4.0,21,28.0,Gas,Turbo,Suv-crossover
1097,Automatic,2 wheel,Rear,2.0,4.0,24,34.0,Gas,Turbo,Convertible
1098,Automatic,All wheel,-1,1.5,3.0,26,31.0,Gas,Turbo,Suv-crossover
1099,Automatic,4 wheel,-1,6.0,8.0,-1,-1.0,Flexible,None,Truck
1100,Automatic,4 wheel,-1,5.3,8.0,17,22.0,Gas,None,Truck
1101,Automatic,4 wheel,-1,5.7,8.0,16,23.0,Gas,None,Truck
1102,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Gas,None,Van
1103,Automatic,4 wheel,-1,5.3,8.0,16,22.0,Gas,None,Truck
1104,Automatic,2 wheel,Front,3.5,6.0,18,27.0,Gas,None,Van
1105,Automatic,2 wheel,Rear,4.5,8.0,-1,-1.0,Gas,None,Convertible
1106,Automatic,All wheel,-1,2.0,4.0,22,32.0,Gas,Turbo,Convertible
1107,Automatic,2 wheel,Rear,3.0,6.0,17,24.0,Gas,Turbo,Convertible
1108,Automatic,All wheel,-1,2.0,4.0,22,29.0,Gas,Turbo,Suv-crossover
1109,Automatic,2 wheel,Rear,3.9,8.0,16,23.0,Gas,Turbo,Convertible
1110,Automatic,2 wheel,Front,1.8,4.0,28,36.0,Gas,None,Sedan
1111,Automatic,2 wheel,Front,3.5,6.0,20,28.0,Gas,None,Suv-crossover
1112,Automatic,2 wheel,Front,2.0,4.0,30.0,38.0,Gas,None,Sedan
1113,Automatic,2 wheel,Front,3.6,6.0,29,30.0,Gas,None,Van
1114,Automatic,2 wheel,Rear,3.0,6.0,20,29.0,Gas,Turbo,Sedan
1115,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
1116,Automatic,2 wheel,Rear,4.6,8.0,17,26.0,Gas,Turbo,Sedan
1117,Automatic,2 wheel,Rear,5.7,8.0,15,22.0,Gas,None,Truck
1118,Automatic,2 wheel,Rear,4.6,8.0,17,25.0,Gas,Turbo,Convertible
1119,Automatic,2 wheel,Front,3.6,6.0,17,25.0,Flexible,None,Van
1120,Automatic,2 wheel,Front,3.6,6.0,17,23.0,Gas,None,Suv-crossover
1121,Automatic,All wheel,-1,2.0,4.0,21,27.0,Gas,Turbo,Suv-crossover
1122,Automatic,4 wheel,-1,5.3,8.0,15,22.0,Flexible,None,Suv-crossover
1123,Automatic,All wheel,-1,3.0,6.0,16,22.0,Gas,Turbo,Suv-crossover
